# OpenShim chunk geo manifest v1
# craft|geoName|parentName|type|flags
# Generated 2026-07-05 from Edit\stock piece tables (names/hierarchy only, no geometry).
bvmine|bMI11NFR|bMI11ROR|67|0
bvmine|bMI11POV|bMI11BDA|40|0
bvmru|bng11bda|WORLD|60|0
bvmru|bng11GS1|bng11bda|74|0
bvmru|bng11LGT|bng11bda|38|0
bvmru|bng11ror|bng11bda|66|0
bvmru|bng11NFl|bng11ror|67|0
bvmru|bng11NFR|bng11ror|67|0
bvmru|bng11POV|bng11bda|40|0
bvmuf|bmu11bda|WORLD|60|0
bvmuf|bmu11bde|bmu11bda|60|0
bvmuf|BMU11AR1|bmu11bde|60|0
bvmuf|BMU11AR2|bmu11bde|60|0
bvmuf|bmu11bak|bmu11bda|60|0
bvmuf|bmu11bdb|bmu11bda|60|0
bvmuf|bmu11bdc|bmu11bda|60|0
bvmuf|bmu11bdd|bmu11bdc|60|0
bvmuf|BMU11BDI|bmu11bde|60|0
bvmuf|BMU11BDJ|BMU11BDI|60|0
bvmuf|bmu11bfr|bmu11bda|60|0
bvmuf|bmu11ge1|bmu11bdb|70|0
bvmuf|bmu11Ge2|bmu11bdb|70|0
bvmuf|bmu11Ge3|bmu11bda|70|0
bvmuf|bmu11Ge4|bmu11bda|70|0
bvmuf|bmu11Ge5|bmu11bda|70|0
bvmuf|bmu11Ge6|bmu11bda|70|0
bvmuf|Bmu11GSP|bmu11bda|74|0
bvmuf|BMU11LGT|bmu11bda|38|0
bvmuf|BMU11PWR|BMU11BDI|60|0
bvmuf|BMU11PWa|BMU11PWR|60|0
bvraz|bRA11BDA|WORLD|60|0
bvraz|bRA11rof|bRA11BDA|66|0
bvraz|bRA11Gc1|bRA11rof|71|0
bvraz|bRA11Gc2|bRA11rof|71|0
bvraz|bRA11Gr1|bRA11rof|72|0
bvraz|bRA11Gs1|bRA11rof|74|0
bvraz|bRA11LGT|bRA11rof|38|0
bvraz|bRA11ROR|bRA11BDA|66|0
bvraz|bRA11NRL|bRA11ROR|67|0
bvraz|bRA11NRR|bRA11ROR|67|0
bvraz|bRA11POV|bRA11BDA|40|0
bvrckt|brt11bda|WORLD|60|0
bvrckt|brt11fna|brt11bda|68|0
bvrckt|brt11gm1|brt11bda|73|0
bvrckt|brt11gr1|brt11bda|72|0
bvrckt|brt11gr2|brt11bda|72|0
bvrckt|brt11gs1|brt11bda|74|0
bvrckt|brt11lgt|brt11bda|38|0
bvrckt|brt11nrl|brt11bda|67|0
bvrckt|brt11nrr|brt11bda|67|0
bvrckt|brt11pov|brt11bda|40|0
bvrdev|brd11bda|WORLD|60|0
bvrdev|brd11du1|brd11bda|77|0
bvrdev|brd11ROR|brd11bda|66|0
bvrdev|brd11en1|brd11ROR|75|0
bvrdev|brd11en2|brd11ROR|75|0
bvrdev|brd11en3|brd11ROR|75|0
bvrdev|brd11GC1|brd11bda|71|0
bvrdev|brd11GM1|brd11bda|73|0
bvrdev|brd11Gr1|brd11bda|72|0
bvrdev|brd11GS1|brd11bda|74|0
bvrdev|brd11nfl|brd11bda|67|0
bvrdev|brd11nfr|brd11bda|67|0
bvrdev|brd11POV|brd11bda|40|0
bvrdev|brd11tur|brd11bda|65|0
bvrecy|bre11bda|WORLD|60|0
bvrecy|bre11bak|bre11bda|60|0
bvrecy|bre11bdb|bre11bda|60|0
bvrecy|bre11bdc|bre11bda|60|0
bvrecy|bre11bdd|bre11bdc|60|0
bvrecy|bre11frt|bre11bda|60|0
bvrecy|bre11ge1|bre11bdb|70|0
bvrecy|bre11Ge2|bre11bdb|70|0
bvrecy|bre11Ge3|bre11bda|70|0
bvrecy|bre11Ge4|bre11bda|70|0
bvrecy|bre11Ge5|bre11bda|70|0
bvrecy|bre11Ge6|bre11bda|70|0
bvrecy|bre11Ge7|bre11bda|70|0
bvrecy|bre11LGT|bre11bda|38|0
bvrecy|bre11POV|bre11bda|40|0
bvrecy|bre11SM5|bre11bda|60|0
bvremp|bre11bda|WORLD|60|0
bvremp|bre11bak|bre11bda|60|0
bvremp|bre11bdb|bre11bda|60|0
bvremp|bre11bdc|bre11bda|60|0
bvremp|bre11bdd|bre11bdc|60|0
bvremp|bre11frt|bre11bda|60|0
bvremp|bre11ge1|bre11bdb|70|0
bvremp|bre11Ge2|bre11bdb|70|0
bvremp|bre11Ge3|bre11bda|70|0
bvremp|bre11Ge4|bre11bda|70|0
bvremp|bre11Ge5|bre11bda|70|0
bvremp|bre11Ge6|bre11bda|70|0
bvremp|bre11Ge7|bre11bda|70|0
bvremp|bre11LGT|bre11bda|38|0
bvremp|bre11POV|bre11bda|40|0
bvremp|bre11SM5|bre11bda|60|0
bvscav|bSC11BDA|WORLD|60|0
bvscav|bSC11HUB|bSC11BDA|60|0
bvscav|bSC11LGT|bSC11BDA|38|0
bvscav|bSC11NFL|bSC11BDA|67|0
bvscav|bSC11NFR|bSC11BDA|67|0
bvscav|bSC11POV|bSC11BDA|40|0
bvscav|bSC11STK|bSC11BDA|60|0
bvslf|BSL11BDA|WORLD|60|0
bvslf|BSL11BAS|BSL11BDA|60|0
bvslf|BSL11ARM|BSL11BAS|60|0
bvslf|bsl11ft1|BSL11BDA|60|0
bvslf|BSL11GS2|BSL11ARM|74|0
bvslf|BSL11LGT|BSL11BDA|38|0
bvslf|bsl11nfl|BSL11BDA|67|0
bvslf|bsl11nfr|BSL11BDA|67|0
bvslf|BSL11POV|BSL11BDA|40|0
bvtank|bGR11BDA|WORLD|60|0
bvtank|bGR11TUR|bGR11BDA|65|0
bvtank|bGR11BGA|bGR11TUR|60|0
bvtank|bGR11GC1|bGR11BGA|71|0
bvtank|bGR11Gc2|bGR11BDA|71|0
bvtank|bGR11GM1|bGR11BDA|73|0
bvtank|bGR11GS1|bGR11TUR|74|0
bvtank|bGR11LGT|bGR11BDA|38|0
bvtank|bgr11nrl|bGR11BDA|67|0
bvtank|bgr11nrr|bGR11BDA|67|0
bvtank|bGR11POV|bGR11BDA|40|0
bvtank|bGR11ROR|bGR11BDA|66|0
bvturr|bDE11ctr|WORLD|60|0
bvturr|bDE11bdb|bDE11ctr|60|0
bvturr|bDE11ty1|bDE11bdb|65|0
bvturr|bDE11tx1|bDE11ty1|65|0
bvturr|bDE11blb|bDE11tx1|60|0
bvturr|bDE11blc|bDE11blb|60|0
bvturr|bDE11bld|bDE11blb|60|0
bvturr|bDE11ble|bDE11blb|60|0
bvturr|bDE11blf|bDE11blb|60|0
bvturr|bDE11gc1|bDE11blc|71|0
bvturr|bDE11gc2|bDE11blf|71|0
bvturr|bDE11lft|bDE11tx1|60|0
bvturr|bDE11lgt|bDE11ty1|38|0
bvturr|bDE11rof|bDE11ctr|66|0
bvturr|bDE11nfl|bDE11rof|67|0
bvturr|bDE11nfr|bDE11rof|67|0
bvturr|bDE11ror|bDE11ctr|66|0
bvturr|bDE11nrl|bDE11ror|67|0
bvturr|bDE11nrr|bDE11ror|67|0
bvturr|bDE11POV|bDE11ty1|40|0
bvwalk|bge11bda|WORLD|60|0
bvwalk|bge11ty1|bge11bda|65|0
bvwalk|bge11lsh|bge11ty1|60|0
bvwalk|bge11tx2|bge11lsh|65|0
bvwalk|bge11GC1|bge11tx2|71|0
bvwalk|bge11rsh|bge11ty1|60|0
bvwalk|bge11tx1|bge11rsh|65|0
bvwalk|bGe11GC2|bge11tx1|71|0
bvwalk|bGe11GM1|bge11ty1|73|0
bvwalk|bge11hed|bge11ty1|60|0
bvwalk|bge11lcv|bge11bda|60|0
bvwalk|bGe11LGT|bge11hed|38|0
bvwalk|bge11lhl|bge11bda|60|0
bvwalk|bge11lt1|bge11bda|60|0
bvwalk|bge11lt2|bge11bda|60|0
bvwalk|bge11lt3|bge11bda|60|0
bvwalk|bge11lth|bge11bda|60|0
bvwalk|bGe11POV|bge11hed|40|0
bvwalk|bge11rcv|bge11bda|60|0
bvwalk|bge11rhl|bge11bda|60|0
bvwalk|bge11rt1|bge11bda|60|0
bvwalk|bge11rt2|bge11bda|60|0
bvwalk|bge11rt3|bge11bda|60|0
bvwalk|bge11rth|bge11bda|60|0
cbbarr|cba11baa|WORLD|61|0
cbbarr|cba11bab|cba11baa|61|0
cbbarr|cba11bac|cba11baa|61|0
cbbarr|cba11bad|cba11baa|61|0
cbbarr|cba11bae|cba11baa|61|0
cbcafe|scf11bas|WORLD|61|0
cbcafe|scf11bs1|scf11bas|61|0
cbcafe|scf11bs2|scf11bs1|61|0
cbcafe|scf11ant|scf11bs2|61|0
cbcafe|scf11top|scf11bas|61|0
cbcomm|cco11coa|WORLD|61|0
cbcomm|cco11cob|cco11coa|61|0
cbcomm|cco11coc|cco11coa|61|0
cbcomm|cco11cod|cco11coa|61|0
cbhang|cha11bda|WORLD|61|0
cbhqcp|chq11hqa|WORLD|61|0
cbhqcp|chq11hqb|chq11hqa|61|0
cbhqcp|chq11hqc|chq11hqa|61|0
cbhqcp|chq11hqd|chq11hqa|61|0
cblasr|clz11bda|WORLD|60|0
cblasr|clz11bdb|clz11bda|60|0
cblasr|clz11ty1|clz11bdb|65|0
cblasr|clz11bdc|clz11ty1|60|0
cblasr|clz11bdd|clz11ty1|60|0
cblasr|clz11gc1|clz11bdd|71|0
cblpad|clp11lpa|WORLD|61|0
cblpad|clp11lph|clp11lpa|61|0
cblpad|clp11lpb|clp11lph|61|0
cblpad|clp11lpc|clp11lph|61|0
cblpad|clp11lpd|clp11lph|61|0
cblpad|clp11lpg|clp11lpa|61|0
cblpad|clp11lpe|clp11lpg|61|0
cblpad|clp11lpf|clp11lpg|61|0
cblpow|clp11bda|WORLD|61|0
cbmbld|csu11sua|WORLD|61|0
cbmbld|csu11sub|csu11sua|61|0
cbmbld|csu11suc|csu11sua|61|0
cbmbld|csu11sud|csu11sua|61|0
cbport|cpo11bda|WORLD|61|0
cbport|cpo11bdb|cpo11bda|61|0
cbport|cpo11bdc|cpo11bda|61|0
cbport|cpo11bdd|cpo11bda|0|0
cbshld|sbs11bla|WORLD|61|0
cbshld|sbs11blb|sbs11bla|61|0
cbshld|sbs11blc|sbs11bla|61|0
cbshld|sbs11bld|sbs11blb|61|0
cbsilo|CSI11BDA|WORLD|61|0
cbspow|csp11spb|WORLD|61|0
cbsupp|ssd11bda|WORLD|61|0
cbsupp|ssd11bdb|ssd11bda|61|0
cbsupp|ssd11bdd|ssd11bda|61|0
cbsupp|ssd11bde|ssd11bda|61|0
cbsupp|ssd11lot|ssd11bda|81|0
cbtowe|cgt11bda|WORLD|60|0
cbtowe|cgt11bdb|cgt11bda|60|0
cbtowe|cgt11bdc|cgt11bdb|60|0
cbtowe|cgt11ty1|cgt11bdc|65|0
cbtowe|cgt11bdd|cgt11ty1|60|0
cbtowe|cgt11tx1|cgt11ty1|65|0
cbtowe|cgt11gc1|cgt11tx1|71|0
cbtowe|cgt11pov|cgt11ty1|40|0
cbwpow|cwp11bda|WORLD|61|0
cspilo|csh11ctr|WORLD|60|0
cspilo|csh11trs|csh11ctr|65|0
cspilo|cSh11BCK|csh11trs|60|0
cspilo|csh11mg1|WORLD|60|0
cspilo|csh11GC1|csh11mg1|71|0
cspilo|cSh11HED|csh11trs|60|0
cspilo|csh11lth|csh11ctr|60|0
cspilo|csh11lbt|csh11lth|60|0
cspilo|csh11lsh|csh11trs|60|0
cspilo|csh11lrm|csh11lsh|60|0
cspilo|csh11lpm|csh11lrm|60|0
cspilo|csh11POV|WORLD|40|0
cspilo|csh11rth|csh11ctr|60|0
cspilo|csh11rbt|csh11rth|60|0
cspilo|csh11rsh|csh11trs|60|0
cspilo|csh11rrm|csh11rsh|60|0
cspilo|csh11rpm|csh11rrm|60|0
cvapc|CPA11BDA|WORLD|60|0
cvapc|CPA11DUL|CPA11BDA|77|0
cvapc|CPA11DUR|CPA11BDA|77|0
cvapc|CPA11POV|CPA11BDA|40|0
cvapc|CPA11SML|CPA11BDA|76|0
cvapc|CPA11SMR|CPA11BDA|76|0
cvartl|CAR11TY1|WORLD|65|0
cvartl|CAR11DUL|CAR11TY1|77|0
cvartl|CAR11DUR|CAR11TY1|77|0
cvartl|CAR11TX1|CAR11TY1|65|0
cvartl|CAR11GM1|CAR11TX1|73|0
cvartl|CAR11GM2|CAR11TX1|73|0
cvartl|CAR11GM3|CAR11TX1|73|0
cvartl|CAR11GM4|CAR11TX1|73|0
cvartl|CAR11NFL|CAR11TY1|67|0
cvartl|CAR11NFR|CAR11TY1|67|0
cvartl|CAR11NRL|CAR11TY1|67|0
cvartl|CAR11NRR|CAR11TY1|67|0
cvartl|CAR11POV|CAR11TY1|40|0
cvcnst|CCN11BDA|WORLD|60|0
cvcnst|CCN11BDB|CCN11BDA|60|0
cvcnst|CCN11BDC|CCN11BDA|60|0
cvcnst|CCN11BDD|CCN11BDA|60|0
cvcnst|CCN11BDE|CCN11BDA|60|0
cvcnst|CCN11DU1|CCN11BDA|77|0
cvcnst|CCN11GE1|CCN11BDB|70|0
cvcnst|CCN11GE2|CCN11BDA|70|0
cvcnst|CCN11POV|CCN11BDB|40|0
cvcnst|CCN11SM|CCN11BDA|76|0
cvfigh|CFL11BDA|WORLD|60|0
cvfigh|CFL11DUL|CFL11BDA|77|0
cvfigh|CFL11DUR|CFL11BDA|77|0
cvfigh|CFL11GC1|CFL11BDA|71|0
cvfigh|CFL11GC2|CFL11BDA|71|0
cvfigh|CFL11NRL|CFL11BDA|67|0
cvfigh|CFL11NRR|CFL11BDA|67|0
cvfigh|CFL11POV|CFL11BDA|40|0
cvfigh|CFL11SM|CFL11BDA|76|0
cvhaul|COX11BDA|WORLD|60|0
cvhaul|COX11DUL|COX11BDA|77|0
cvhaul|COX11DUR|COX11BDA|77|0
cvhaul|COX11NRL|COX11BDA|60|0
cvhaul|COX11NRR|COX11BDA|60|0
cvhaul|COX11POV|COX11BDA|40|0
cvhaul|COX11GS1|COX11BDA|74|0
cvhaul|COX11SML|COX11NRL|76|0
cvhaul|COX11SMR|COX11NRR|76|0
cvhraz|CPX11BDA|WORLD|60|0
cvhraz|CPX11DUL|CPX11BDA|77|0
cvhraz|CPX11DUR|CPX11BDA|77|0
cvhraz|CPX11GR1|CPX11BDA|72|0
cvhraz|CPX11GR2|CPX11BDA|72|0
cvhraz|CPX11NRl|CPX11BDA|67|0
cvhraz|CPX11NRR|CPX11BDA|67|0
cvhraz|CPX11POV|CPX11BDA|40|0
cvhraz|CPX11ROF|CPX11BDA|66|0
cvhtnk|CEM11BDA|WORLD|60|0
cvhtnk|CEM11DUL|CEM11BDA|77|0
cvhtnk|CEM11DUR|CEM11BDA|77|0
cvhtnk|CEM11GC1|CEM11BDA|71|0
cvhtnk|CEM11GC2|CEM11BDA|71|0
cvhtnk|CEM11GM1|CEM11BDA|73|0
cvhtnk|CEM11GM2|CEM11BDA|73|0
cvhtnk|CEM11GS1|CEM11BDA|74|0
cvhtnk|CEM11GS2|CEM11BDA|74|0
cvhtnk|CEM11POV|CEM11BDA|40|0
cvhtnk|CEM11WGL|CEM11BDA|60|0
cvhtnk|CEM11SML|CEM11WGL|76|0
cvhtnk|CEM11WGR|CEM11BDA|60|0
cvhtnk|CEM11SMR|CEM11WGR|76|0
cvltnk|CNA11BDA|WORLD|60|0
cvltnk|CNA11DUL|CNA11BDA|77|0
cvltnk|CNA11DUR|CNA11BDA|77|0
cvltnk|GNA11GC1|CNA11BDA|71|0
cvltnk|CNA11GR1|CNA11BDA|72|0
cvltnk|CNA11GS1|CNA11BDA|74|0
cvltnk|CNA11POV|CNA11BDA|40|0
cvltnk|CNA11SML|CNA11BDA|76|0
cvltnk|CNA11SMR|CNA11BDA|76|0
cvmine|CKH11BDA|WORLD|60|0
cvmine|CKH11DUL|CKH11BDA|77|0
cvmine|CKH11DUR|CKH11BDA|77|0
cvmine|CKH11GS1|CKH11BDA|74|0
cvmine|CKH11GS2|CKH11BDA|74|0
cvmine|CKH11NRL|CKH11BDA|67|0
cvmine|CKH11NRR|CKH11BDA|67|0
cvmine|CKH11POV|CKH11BDA|40|0
cvmine|CKH11ROR|CKH11BDA|66|0
cvmine|CKH11SM|CKH11BDA|76|0
cvmuf|CMF11BDA|WORLD|60|0
cvmuf|CMF11DUL|CMF11BDA|77|0
cvmuf|CMF11GE1|CMF11BDA|70|0
cvmuf|CMF11LD1|CMF11BDA|60|0
cvmuf|CMF11LD2|CMF11LD1|60|0
cvmuf|CMF11POV|CMF11BDA|40|0
cvmuf|CMF11PT1|CMF11BDA|60|0
cvmuf|CMF11SML|CMF11BDA|76|0
cvmuf|CMF11SMR|CMF11BDA|76|0
cvrckt|CDR11BDA|WORLD|60|0
cvrckt|CDR11DUL|CDR11BDA|77|0
cvrckt|CDR11DUR|CDR11BDA|77|0
cvrckt|CDR11GM1|CDR11BDA|73|0
cvrckt|CDR11GR1|CDR11BDA|72|0
cvrckt|CDR11GR2|CDR11BDA|72|0
cvrckt|CDR11GS1|CDR11BDA|74|0
cvrckt|CDR11NFL|CDR11BDA|60|0
cvrckt|CDR11NFR|CDR11BDA|60|0
cvrckt|CDR11POV|CDR11BDA|40|0
cvrckt|CDR11SM1|CDR11BDA|76|0
cvrecy|CRE11BDA|WORLD|60|0
cvrecy|cre11gs1|CRE11BDA|74|0
cvrecy|cre11gs2|CRE11BDA|74|0
cvrecy|CRE11AMR|CRE11BDA|60|0
cvrecy|CRE11ARL|CRE11BDA|60|0
cvrecy|CRE11DUL|CRE11BDA|77|0
cvrecy|CRE11DUR|CRE11BDA|77|0
cvrecy|CRE11LGB|CRE11BDA|60|0
cvrecy|CRE11FTB|CRE11LGB|60|0
cvrecy|CRE11LGL|CRE11BDA|60|0
cvrecy|CRE11FTL|CRE11LGL|60|0
cvrecy|CRE11LGR|CRE11BDA|60|0
cvrecy|CRE11FTR|CRE11LGR|60|0
cvrecy|CRE11GE1|CRE11BDA|70|0
cvrecy|CRE11GE2|CRE11ARL|70|0
cvrecy|CRE11GE5|CRE11AMR|70|0
cvrecy|CRE11NFL|CRE11BDA|67|0
cvrecy|CRE11NFR|CRE11BDA|67|0
cvrecy|CRE11POV|CRE11BDA|40|0
cvrecy|CRE11PT1|CRE11BDA|60|0
cvrecy|CRE11PT2|CRE11PT1|60|0
cvrecy|CRE11PT3|CRE11PT2|60|0
cvrecy|CRE11PT4|CRE11PT2|60|0
cvrecy|CRE11SML|CRE11BDA|76|0
cvrecy|CRE11SMR|CRE11BDA|76|0
cvscav|CMO11BDA|WORLD|60|0
cvscav|CMO11ARM|CMO11BDA|60|0
cvscav|CMO11CL1|CMO11ARM|60|0
cvscav|CMO11CL2|CMO11ARM|60|0
cvscav|CMO11DU|CMO11BDA|77|0
cvscav|CMO11FNL|CMO11BDA|68|0
cvscav|CMO11FNR|CMO11BDA|68|0
cvscav|CMO11POV|CMO11BDA|40|0
cvscav|CMO11SM|CMO11BDA|76|0
cvslf|CAM11BDA|WORLD|60|0
cvslf|CAM11ARM|CAM11BDA|60|0
cvslf|CAM11DU1|CAM11BDA|77|0
cvslf|CAM11GC1|CAM11BDA|71|0
cvslf|CAM11POV|CAM11BDA|40|0
cvslf|CAM11SM|CAM11BDA|76|0
cvtnk|CYE11BDA|WORLD|60|0
cvtnk|CYE11DUL|CYE11BDA|77|0
cvtnk|CYE11DUR|CYE11BDA|77|0
cvtnk|CYE11FNL|CYE11BDA|68|0
cvtnk|CYE11FNR|CYE11BDA|68|0
cvtnk|CYE11GC1|CYE11BDA|71|0
cvtnk|CYE11GC2|CYE11BDA|71|0
cvtnk|CYE11GS1|CYE11BDA|74|0
cvtnk|CYE11POV|CYE11BDA|40|0
cvtnk|CYE11ROR|CYE11BDA|66|0
cvtnk|CYE11SM1|CYE11BDA|76|0
cvturr|CAD11BDA|WORLD|60|0
cvturr|CAD11DUL|CAD11BDA|77|0
cvturr|CAD11DUR|CAD11BDA|77|0
cvturr|CAD11TY1|CAD11BDA|65|0
cvturr|CAD11TX1|CAD11TY1|65|0
cvturr|CAD11GC1|CAD11TX1|71|0
cvturr|CAD11GC2|CAD11TX1|71|0
cvturr|CAD11TX2|CAD11TY1|65|0
cvturr|CAD11GC3|CAD11TX2|71|0
cvturr|CAD11GC4|CAD11TX2|71|0
cvturr|CAD11NRL|CAD11BDA|67|0
cvturr|CAD11NRR|CAD11BDA|67|0
cvturr|CAD11POV|CAD11TY1|40|0
cvturr|CAD11SM|CAD11TY1|76|0
cvwalk|cvw11bda|WORLD|60|0
cvwalk|cvw11hed|cvw11bda|60|0
cvwalk|agr11gc1|cvw11hed|71|0
cvwalk|agr11gc2|cvw11hed|71|0
cvwalk|cvw11sup|WORLD|60|0
cvwalk|cvw11GM1|cvw11sup|73|0
cvwalk|cvw11GR1|cvw11sup|72|0
cvwalk|cvw11knk|cvw11bda|60|0
cvwalk|cvw11lar|cvw11bda|60|0
cvwalk|cvw11lsh|cvw11bda|60|0
cvwalk|cvw11POV|cvw11hed|40|0
cvwalk|cvw11rar|cvw11bda|60|0
cvwalk|cvw11rsh|cvw11bda|60|0
cvwalk|cvw11sm1|cvw11bda|76|0
eggeizr1|GEY11SER|WORLD|70|0
flare|nom11bde|WORLD|61|0
grccmi|ncc11bda|WORLD|60|0
hbblda|hbu11bda|WORLD|61|0
hbbldb|hba11Bla|WORLD|61|0
hbbldb|hba11BLb|hba11Bla|61|0
hbbldc|hb211bla|WORLD|61|0
hbbldd|hb311bla|WORLD|61|0
hbblde|HB411BLA|WORLD|61|0
hbbldf|hb511bda|WORLD|61|0
hbbldf|hb511bdb|WORLD|61|0
hbbldf|hb511bdc|WORLD|61|0
hbbldf|hb511bdd|hb511bdb|61|0
hbbldf|hb511bde|hb511bdd|61|0
hbbldf|hb511bdf|hb511bdd|61|0
hbcerb|hce11bda|WORLD|61|0
hbcerb|hce11bdb|hce11bda|61|0
hbcerb|hce11bdc|hce11bda|61|0
hbcerb|hce11bdd|hce11bda|61|0
hbcerb|hce11hd2|hce11bdb|61|0
hbcerb|hce11hd3|hce11bdc|61|0
hbcerb|hce11hed|hce11bdd|61|0
hbcerb|hce11ll1|hce11bda|61|0
hbcerb|hce11ll2|hce11bda|61|0
hbcerb|hce11ll3|hce11bda|61|0
hbcerb|hce11rl1|hce11bda|61|0
hbcerb|hce11rl2|hce11bda|61|0
hbcerb|hce11rl3|hce11bda|61|0
hbchar|hch11bla|WORLD|61|0
hbchar|hch11blb|WORLD|61|0
hbchar|hch11blc|WORLD|61|0
hbchar|hch11bld|WORLD|61|0
hbchar|hch11ble|WORLD|61|0
hbchar|hch11blf|WORLD|61|0
hbchar|hch11blg|WORLD|61|0
hbchar|hch11blh|WORLD|61|0
hbchar|hch11blj|WORLD|61|0
hbchar|hch11blk|WORLD|61|0
hbcrys|hct11bda|WORLD|61|0
hbdayw|hdy11bda|WORLD|61|0
hbdayw|hdy11bdb|hdy11bda|61|0
hbdayw|hdy11bdc|hdy11bda|61|0
hbelec|hbe11bda|WORLD|61|0
hbfact|hfa11bda|WORLD|61|0
hbfact|hfa11bdb|hfa11bda|61|0
hbfact|hfa11bdc|hfa11bda|61|0
hbflsh|hfl11bda|WORLD|61|0
hbflsh|hfl11bdb|hfl11bda|61|0
hbhydr|hhy11bda|WORLD|61|0
hbhydr|hhy11bdb|WORLD|61|0
hbhydr|hhy11bdc|WORLD|61|0
hbhydr|hhy11bdd|WORLD|61|0
hbhydr|hhy11bde|WORLD|61|0
hbhydr|hhy11bdf|WORLD|61|0
hbhydr|hhy11bdg|WORLD|61|0
hbhydr|hhy11bdh|WORLD|61|0
hbhydr|hhy11bdi|WORLD|61|0
hbhydr|hhy11bdj|WORLD|61|0
hbhydr|hhy11bdk|WORLD|61|0
hbhydr|hhy11bdl|WORLD|61|0
hbhydr|hhy11bdm|WORLD|61|0
hbhydr|hhy11bdn|WORLD|61|0
hbmasg|hmg11bda|WORLD|61|0
hbmasg|hmg11bdb|hmg11bda|61|0
hbmasg|hmg11bdc|hmg11bdb|61|0
hbpopg|HPG11BDA|WORLD|61|0
hbpopg|hpg11bdb|HPG11BDA|61|0
hbpopg|hpg11bdc|HPG11BDA|61|0
hbpopg|hpg11bde|HPG11BDA|61|0
hbptow|htw11bda|WORLD|61|0
hbpvir|hpv11bda|WORLD|61|0
hbpvir|hpv11bdb|hpv11bda|61|0
hbpvir|hpv11bdc|hpv11bdb|61|0
hbpvir|hpv11bdd|hpv11bdc|61|0
hbsbmi|hsb11bda|WORLD|61|0
hbsbmi|hsb11bdb|hsb11bda|61|0
hbsbmi|hsb11bdc|hsb11bda|61|0
hbsbmi|hsb11bdd|hsb11bdc|61|0
hbsbmi|hsb11bde|hsb11bdd|61|0
hbspln|hsp11bda|WORLD|61|0
hbspln|hsp11bdb|hsp11bda|61|0
hbspln|hsp11bdc|hsp11bda|61|0
hbspln|hsp11bde|hsp11bda|61|0
hbtran00|hlp11bda|WORLD|61|0
hbtrn200|alp11en1|WORLD|61|0
hocrys|hcr11crs|WORLD|61|0
hvrckt|hvr11bda|WORLD|60|0
hvsat|hat11bda|WORLD|60|0
hvsat|hat11bdb|hat11bda|60|0
hvsat|hat11bdc|hat11bda|60|0
hvsat|hat11bdd|hat11bda|60|0
hvsat|hat11bde|hat11bda|60|0
hvsat|hat11bdf|hat11bda|60|0
hvsat|hat11bdg|hat11bda|60|0
hvsat|hat11bdh|hat11bda|60|0
hvsat|hat11bdi|hat11bda|60|0
hvsat|hat11bdj|hat11bda|60|0
hvsat|hat11bdk|hat11bda|60|0
hvsat|hat11GC1|hat11bda|71|0
hvsat|hat11GM1|hat11bda|73|0
hvsat|hat11GR1|hat11bda|72|0
hvsat|hat11GS1|hat11bda|74|0
hvsat|hat11LGT|hat11bda|38|0
hvsat|hat11POV|hat11bda|40|0
hvsav|nvs11bda|WORLD|60|0
hvsav|nvs11bdb|nvs11bda|60|0
hvsav|nvs11bdc|nvs11bda|60|0
hvsav|nvs11bdd|nvs11bda|60|0
hvsav|nvs11bde|nvs11bda|60|0
hvsav|nvs11bdf|nvs11bda|60|0
hvsav|nvs11bdg|nvs11bda|60|0
hvsav|nvs11bdh|nvs11bda|60|0
hvsav|nsv11GC1|nvs11bda|71|0
hvsav|nsv11GM1|nvs11bda|73|0
hvsav|nsv11GR1|nvs11bda|72|0
hvsav|nsv11GS1|nvs11bda|74|0
hvsav|nsv11LGT|nvs11bda|38|0
hvsav|nsv11POV|nvs11bda|40|0
hvsrb|nvs11prt|WORLD|61|0
magpull|nom11bda|WORLD|61|0
magpush|nom11bda|WORLD|61|0
nparr|npa11BDA|WORLD|61|0
npscr1|nsc11scr|WORLD|61|0
npscr2|nsc11sc2|WORLD|61|0
npscr3|nsc11sc3|WORLD|61|0
nvghst|GST11POV|WORLD|40|0
obcurt|ocu11bda|WORLD|61|0
obcurt|ocu11bdb|ocu11bda|61|0
obcycl|ocy11bda|WORLD|61|0
obdata|oda11bda|WORLD|61|0
obdata|oda11bdb|oda11bda|61|0
obdata|oda11bdc|oda11bdb|61|0
obhavc|ohc11bda|WORLD|61|0
obhavc|ohc11bdb|ohc11bda|61|0
obhavc|ohc11bdc|ohc11bda|61|0
obhavc|ohc11bdd|ohc11bda|61|0
obhavc|ohc11bde|ohc11bda|61|0
obhavc|ohc11bdf|ohc11bda|61|0
obheph|obh11bda|WORLD|61|0
obher100|ohr11bda|WORLD|61|0
obher100|ohr11bdb|ohr11bda|61|0
obher200|oh211bda|WORLD|61|0
obher200|oh211bdb|oh211bda|61|0
obher300|oh311bda|WORLD|61|0
oblema|olm11bda|WORLD|61|0
oblemb|olm11bdb|WORLD|61|0
oblemc|olm11bdc|WORLD|61|0
oblemd|olm11bdd|WORLD|61|0
obmagc|omc11bda|WORLD|61|0
obmagc|omc11bdb|omc11bda|61|0
obmagc|omc11bdc|omc11bda|61|0
obmits|omi11bda|WORLD|61|0
obrfld|orf11bda|WORLD|61|0
