filename,relative_path,duration_sec,transcript,notes
cvslfvo.wav,CRA/Armory/cvslfvo.wav,2.328,Show me the power.,
cvslfvp.wav,CRA/Armory/cvslfvp.wav,1.586,I'm ready to build.,
cvconsv0.wav,CRA/Constructor/cvconsv0.wav,1.563,On my way.,
cvconsv1.wav,CRA/Constructor/cvconsv1.wav,2.879,Construction in progress!,
cvconsv2.wav,CRA/Constructor/cvconsv2.wav,1.485,I am building.,
cvconsv3.wav,CRA/Constructor/cvconsv3.wav,1.136,Following.,
cvconsv6.wav,CRA/Constructor/cvconsv6.wav,1.863,"Uh, [sorry, Charlie](https://en.wiktionary.org/wiki/sorry,_Charlie)!",
cvconsv7.wav,CRA/Constructor/cvconsv7.wav,1.418,Ready to build.,
cvconsv8.wav,CRA/Constructor/cvconsv8.wav,1.317,In transit.,
cvconsv9.wav,CRA/Constructor/cvconsv9.wav,1.693,"Ah, yes sir.",
cvconsva.wav,CRA/Constructor/cvconsva.wav,2.203,"Uh, construction rig here.",
cvconsvb.wav,CRA/Constructor/cvconsvb.wav,1.725,Building complete!,
cvconsvd.wav,CRA/Constructor/cvconsvd.wav,1.411,Not enough power!,
cvrcktv0.wav,CRA/Dragon (Rocket Tank)/cvrcktv0.wav,1.181,In combat.,
cvrcktv1.wav,CRA/Dragon (Rocket Tank)/cvrcktv1.wav,1.42,I'm on my way.,
cvrcktv2.wav,CRA/Dragon (Rocket Tank)/cvrcktv2.wav,1.211,Engaging.,
cvrcktv3.wav,CRA/Dragon (Rocket Tank)/cvrcktv3.wav,1.382,Target down.,
cvrcktv4.wav,CRA/Dragon (Rocket Tank)/cvrcktv4.wav,1.307,Behind you.,
cvrcktv8.wav,CRA/Dragon (Rocket Tank)/cvrcktv8.wav,1.493,Getting repairs.,
cvrcktv9.wav,CRA/Dragon (Rocket Tank)/cvrcktv9.wav,1.1,Reloading.,
cvrcktva.wav,CRA/Dragon (Rocket Tank)/cvrcktva.wav,1.49,Looking for targets.,
cvrcktvb.wav,CRA/Dragon (Rocket Tank)/cvrcktvb.wav,1.61,Protecting unit.,
cvrcktvc.wav,CRA/Dragon (Rocket Tank)/cvrcktvc.wav,2.152,"Oh darn, I'm coming.",
cvrcktvd.wav,CRA/Dragon (Rocket Tank)/cvrcktvd.wav,1.356,Recycling.,
cvrcktvf.wav,CRA/Dragon (Rocket Tank)/cvrcktvf.wav,1.572,Heading to nav.,
cvrcktvg.wav,CRA/Dragon (Rocket Tank)/cvrcktvg.wav,1.59,Guarding friendly.,
cvrcktvk.wav,CRA/Dragon (Rocket Tank)/cvrcktvk.wav,1.092,"Yes, sir.",
cvrcktvm.wav,CRA/Dragon (Rocket Tank)/cvrcktvm.wav,1.247,Dragon here.,
cvminev0.wav,CRA/Khan (Minelayer)/cvminev0.wav,1.193,Placing mine.,
cvminev2.wav,CRA/Khan (Minelayer)/cvminev2.wav,1.692,Show me the way.,
cvminev3.wav,CRA/Khan (Minelayer)/cvminev3.wav,1.084,Repairing.,
cvminev4.wav,CRA/Khan (Minelayer)/cvminev4.wav,1.08,Stocking up.,
cvminev5.wav,CRA/Khan (Minelayer)/cvminev5.wav,1.963,"Hold on, I'll be there soon!",
cvminev6.wav,CRA/Khan (Minelayer)/cvminev6.wav,1.591,Recycling.,
cvminev9.wav,CRA/Khan (Minelayer)/cvminev9.wav,1.78,Ready to mine!,
cvminevc.wav,CRA/Khan (Minelayer)/cvminevc.wav,1.368,Dropping mine.,
cvminevd.wav,CRA/Khan (Minelayer)/cvminevd.wav,1.578,Out of ammunition.,
cvmineve.wav,CRA/Khan (Minelayer)/cvmineve.wav,1.29,In transit.,
cvminevf.wav,CRA/Khan (Minelayer)/cvminevf.wav,1.013,"Yes, sir.",
cvminevg.wav,CRA/Khan (Minelayer)/cvminevg.wav,1.363,Minelayer here.,
cvwalkv0.wav,CRA/Mongo : Yeren (Walker)/cvwalkv0.wav,0.821,Walking.,
cvwalkv2.wav,CRA/Mongo : Yeren (Walker)/cvwalkv2.wav,2.224,For the People's Republic of China.,
cvwalkv3.wav,CRA/Mongo : Yeren (Walker)/cvwalkv3.wav,0.97,Following.,
cvwalkv4.wav,CRA/Mongo : Yeren (Walker)/cvwalkv4.wav,1.118,That's better.,
cvwalkv5.wav,CRA/Mongo : Yeren (Walker)/cvwalkv5.wav,0.955,Reloading.,
cvwalkv6.wav,CRA/Mongo : Yeren (Walker)/cvwalkv6.wav,1.224,With pleasure.,
cvwalkv7.wav,CRA/Mongo : Yeren (Walker)/cvwalkv7.wav,1.173,Protecting.,
cvwalkv8.wav,CRA/Mongo : Yeren (Walker)/cvwalkv8.wav,1.331,On my way.,
cvwalkv9.wav,CRA/Mongo : Yeren (Walker)/cvwalkv9.wav,1.137,Recycling.,
cvwalkvd.wav,CRA/Mongo : Yeren (Walker)/cvwalkvd.wav,1.498,Engaging enemy.,
cvwalkve.wav,CRA/Mongo : Yeren (Walker)/cvwalkve.wav,1.544,Unable to comply.,
cvwalkvf.wav,CRA/Mongo : Yeren (Walker)/cvwalkvf.wav,1.408,Ready for orders.,
cvwalkvg.wav,CRA/Mongo : Yeren (Walker)/cvwalkvg.wav,1.63,En route.,
cvwalkvh.wav,CRA/Mongo : Yeren (Walker)/cvwalkvh.wav,0.85,Guarding.,
cvwalkvj.wav,CRA/Mongo : Yeren (Walker)/cvwalkvj.wav,1.351,"Yes, sir.",
cvwalkvk.wav,CRA/Mongo : Yeren (Walker)/cvwalkvk.wav,1.368,Mongo here.,
cvwalkvm.wav,CRA/Mongo : Yeren (Walker)/cvwalkvm.wav,1.316,Enemy eliminated.,
cvfightvh.wav,CRA/Mongoose (Fighter)/cvfightvh.wav,1.231,"Yes, sir.",
cvfighv0.wav,CRA/Mongoose (Fighter)/cvfighv0.wav,1.117,Onward!,
cvfighv2.wav,CRA/Mongoose (Fighter)/cvfighv2.wav,1.541,Destroy!,
cvfighv3.wav,CRA/Mongoose (Fighter)/cvfighv3.wav,1.265,As you wish.,
cvfighv4.wav,CRA/Mongoose (Fighter)/cvfighv4.wav,1.811,My gratitude.,
cvfighv5.wav,CRA/Mongoose (Fighter)/cvfighv5.wav,1.544,Off to reload.,
cvfighv6.wav,CRA/Mongoose (Fighter)/cvfighv6.wav,1.428,The hunt is on.,
cvfighv7.wav,CRA/Mongoose (Fighter)/cvfighv7.wav,1.956,It will not be harmed.,
cvfighv8.wav,CRA/Mongoose (Fighter)/cvfighv8.wav,2.409,Your salvation approaches.,
cvfighvd.wav,CRA/Mongoose (Fighter)/cvfighvd.wav,1.187,Attacking.,
cvfighvf.wav,CRA/Mongoose (Fighter)/cvfighvf.wav,1.585,At your disposal.,
cvfighvg.wav,CRA/Mongoose (Fighter)/cvfighvg.wav,1.277,In transit!,
cvfighvj.wav,CRA/Mongoose (Fighter)/cvfighvj.wav,1.518,Capitalist swine!,
cvfighvm.wav,CRA/Mongoose (Fighter)/cvfighvm.wav,2.075,"Death, be not proud.",
cvscav0.wav,CRA/Monkey (Scavenger)/cvscav0.wav,1.229,Scavenger.,
cvscav1.wav,CRA/Monkey (Scavenger)/cvscav1.wav,1.161,Moving out.,
cvscav6.wav,CRA/Monkey (Scavenger)/cvscav6.wav,1.178,Following.,
cvscava.wav,CRA/Monkey (Scavenger)/cvscava.wav,1.236,Heading in.,
cvscavb.wav,CRA/Monkey (Scavenger)/cvscavb.wav,1.405,On my way.,
cvscavc.wav,CRA/Monkey (Scavenger)/cvscavc.wav,1.408,Cashing me in?,
cvscavj.wav,CRA/Monkey (Scavenger)/cvscavj.wav,1.12,"Yes, sir.",
cvscavk.wav,CRA/Monkey (Scavenger)/cvscavk.wav,1.556,Pulling scrap.,
cvscavm.wav,CRA/Monkey (Scavenger)/cvscavm.wav,1.281,On my way.,
cvscavn.wav,CRA/Monkey (Scavenger)/cvscavn.wav,1.797,Heading to nav.,
cvltnkv0.wav,CRA/Naga (Light Tank)/cvltnkv0.wav,1.307,I'm kicking off.,???
cvltnkv1.wav,CRA/Naga (Light Tank)/cvltnkv1.wav,1.002,I'm on the way.,
cvltnkv2.wav,CRA/Naga (Light Tank)/cvltnkv2.wav,1.108,Moving to nav.,
cvltnkv3.wav,CRA/Naga (Light Tank)/cvltnkv3.wav,1.229,Target is down.,
cvltnkv4.wav,CRA/Naga (Light Tank)/cvltnkv4.wav,0.971,Right behind you.,
cvltnkv8.wav,CRA/Naga (Light Tank)/cvltnkv8.wav,1.221,Getting repairs.,
cvltnkv9.wav,CRA/Naga (Light Tank)/cvltnkv9.wav,0.922,Reloading.,
cvltnkva.wav,CRA/Naga (Light Tank)/cvltnkva.wav,1.523,Looking for targets.,
cvltnkvb.wav,CRA/Naga (Light Tank)/cvltnkvb.wav,1.396,Protecting unit.,
cvltnkvc.wav,CRA/Naga (Light Tank)/cvltnkvc.wav,1.187,Hold your horses.,
cvltnkvd.wav,CRA/Naga (Light Tank)/cvltnkvd.wav,1.5,Don't you like me anymore?,
cvltnkvf.wav,CRA/Naga (Light Tank)/cvltnkvf.wav,1.07,"Yes, sir.",
cvltnkvg.wav,CRA/Naga (Light Tank)/cvltnkvg.wav,1.07,Guarding friendly.,
cvltnkvm.wav,CRA/Naga (Light Tank)/cvltnkvm.wav,1.208,Not gonna take it out.,???
cvhaulv0.wav,CRA/Ox (Tug)/cvhaulv0.wav,1.524,"Yes, I'm here.",
cvhaulv1.wav,CRA/Ox (Tug)/cvhaulv1.wav,1.559,Loading cargo.,
cvhaulv2.wav,CRA/Ox (Tug)/cvhaulv2.wav,1.57,Dropping cargo.,
cvhaulv3.wav,CRA/Ox (Tug)/cvhaulv3.wav,1.236,Following.,
cvhaulv4.wav,CRA/Ox (Tug)/cvhaulv4.wav,1.155,Repairing.,
cvhaulv5.wav,CRA/Ox (Tug)/cvhaulv5.wav,1.715,"I'm coming, comrade.",
cvhaulv6.wav,CRA/Ox (Tug)/cvhaulv6.wav,1.239,Recycling.,
cvhaulva.wav,CRA/Ox (Tug)/cvhaulva.wav,1.654,I can't do that!,
cvhaulvb.wav,CRA/Ox (Tug)/cvhaulvb.wav,1.933,"Towing cargo, comrade.",
cvhaulvc.wav,CRA/Ox (Tug)/cvhaulvc.wav,1.477,I'm still moving.,
cvhaulvd.wav,CRA/Ox (Tug)/cvhaulvd.wav,1.202,Okay.,
cvhaulve.wav,CRA/Ox (Tug)/cvhaulve.wav,1.196,Tug here.,
cvhaulvj.wav,CRA/Ox (Tug)/cvhaulvj.wav,1.367,Moving out.,
cvapcv0.wav,CRA/Panda (APC)/cvapcv0.wav,1.704,"Yes, sir, immediately.",
cvapcv2.wav,CRA/Panda (APC)/cvapcv2.wav,1.498,Opening hatch.,
cvapcv4.wav,CRA/Panda (APC)/cvapcv4.wav,1.081,Repairing.,
cvapcv5.wav,CRA/Panda (APC)/cvapcv5.wav,1.895,Approaching for pickup.,
cvapcv6.wav,CRA/Panda (APC)/cvapcv6.wav,1.361,Recycling.,
cvapcv9.wav,CRA/Panda (APC)/cvapcv9.wav,1.541,Launching attack!,
cvapcva.wav,CRA/Panda (APC)/cvapcva.wav,1.35,APC ready.,
cvapcvf.wav,CRA/Panda (APC)/cvapcvf.wav,1.564,Deploying troops.,
cvapcvg.wav,CRA/Panda (APC)/cvapcvg.wav,1.428,Receiving troops.,
cvapcvh.wav,CRA/Panda (APC)/cvapcvh.wav,1.168,"Yes, sir.",
cvapcvs.wav,CRA/Panda (APC)/cvapcvs.wav,1.364,(scream),Same as CCA APC.
cvhrazv0.wav,CRA/Phoenix (Bomber)/cvhrazv0.wav,1.762,Engaging thrusters.,
cvhrazv2.wav,CRA/Phoenix (Bomber)/cvhrazv2.wav,1.622,Understood.,
cvhrazv3.wav,CRA/Phoenix (Bomber)/cvhrazv3.wav,1.657,I will follow.,
cvhrazv4.wav,CRA/Phoenix (Bomber)/cvhrazv4.wav,1.53,Repairing.,
cvhrazv5.wav,CRA/Phoenix (Bomber)/cvhrazv5.wav,1.28,Reloading.,
cvhrazv6.wav,CRA/Phoenix (Bomber)/cvhrazv6.wav,1.77,Patrolling area.,
cvhrazv7.wav,CRA/Phoenix (Bomber)/cvhrazv7.wav,1.562,I will defend.,
cvhrazv8.wav,CRA/Phoenix (Bomber)/cvhrazv8.wav,1.326,Immediately.,
cvhrazv9.wav,CRA/Phoenix (Bomber)/cvhrazv9.wav,1.123,Thank you.,
cvhrazvd.wav,CRA/Phoenix (Bomber)/cvhrazvd.wav,1.715,Attacking enemy.,
cvhrazvf.wav,CRA/Phoenix (Bomber)/cvhrazvf.wav,1.628,Your orders?,
cvhrazvg.wav,CRA/Phoenix (Bomber)/cvhrazvg.wav,1.384,En route.,
cvhrazvh.wav,CRA/Phoenix (Bomber)/cvhrazvh.wav,1.28,Protecting.,
cvhrazvi.wav,CRA/Phoenix (Bomber)/cvhrazvi.wav,1.255,"Yes, sir.",
cvhrazvj.wav,CRA/Phoenix (Bomber)/cvhrazvj.wav,1.268,Bomber here.,
cvhrazvk.wav,CRA/Phoenix (Bomber)/cvhrazvk.wav,1.608,China wins again.,
cvrecyv0.wav,CRA/Recycler/cvrecyv0.wav,0.982,"Yes, sir.",
cvrecyv1.wav,CRA/Recycler/cvrecyv1.wav,1.112,On my way.,
cvrecyv3.wav,CRA/Recycler/cvrecyv3.wav,1.312,Unit complete.,
cvrecyv5.wav,CRA/Recycler/cvrecyv5.wav,1.042,Following.,
cvrecyv6.wav,CRA/Recycler/cvrecyv6.wav,1.141,Deploying.,
cvrecyv8.wav,CRA/Recycler/cvrecyv8.wav,0.993,Building.,
cvrecyv9.wav,CRA/Recycler/cvrecyv9.wav,1.44,Approaching geyser.,
cvrecyvb.wav,CRA/Recycler/cvrecyvb.wav,1.283,"Clear the way, sir.",
cvrecyvc.wav,CRA/Recycler/cvrecyvc.wav,1.3,At your command.,
cvrecyvd.wav,CRA/Recycler/cvrecyvd.wav,1.048,Building.,
cvrecyve.wav,CRA/Recycler/cvrecyve.wav,1.006,Ready.,
cvrecyvf.wav,CRA/Recycler/cvrecyvf.wav,1.254,I have no power!,
cvrecyvg.wav,CRA/Recycler/cvrecyvg.wav,1.082,"Yes, sir.",
cvrecyvm.wav,CRA/Recycler/cvrecyvm.wav,1.515,They have no geyser!,???
cvtnkv0.wav,CRA/Tank (Unused)/cvtnkv0.wav,1.506,Attacking target.,
cvtnkv1.wav,CRA/Tank (Unused)/cvtnkv1.wav,1.106,Affirmative.,
cvtnkv2.wav,CRA/Tank (Unused)/cvtnkv2.wav,1.443,Missiles away!,
cvtnkv3.wav,CRA/Tank (Unused)/cvtnkv3.wav,1.297,Target destroyed.,
cvtnkv4.wav,CRA/Tank (Unused)/cvtnkv4.wav,1.039,Following.,
cvtnkv8.wav,CRA/Tank (Unused)/cvtnkv8.wav,1.634,Returning to base.,
cvtnkv9.wav,CRA/Tank (Unused)/cvtnkv9.wav,1.637,Heading back to reload.,
cvtnkva.wav,CRA/Tank (Unused)/cvtnkva.wav,1.106,Affirmative.,
cvtnkvc.wav,CRA/Tank (Unused)/cvtnkvc.wav,1.129,Right away.,
cvtnkvd.wav,CRA/Tank (Unused)/cvtnkvd.wav,0.993,Recycling.,
cvtnkvf.wav,CRA/Tank (Unused)/cvtnkvf.wav,1.611,Approaching nav point.,
cvtnkvg.wav,CRA/Tank (Unused)/cvtnkvg.wav,1.289,Protecting unit.,
cvtnkvh.wav,CRA/Tank (Unused)/cvtnkvh.wav,1.19,"Yes, comrade.",
cvmufv0.wav,CRA/Unit Factory/cvmufv0.wav,1.698,Unit Factory.,
cvmufv1.wav,CRA/Unit Factory/cvmufv1.wav,1.608,Constructing.,
cvmufv2.wav,CRA/Unit Factory/cvmufv2.wav,1.892,Unit complete.,
cvmufv3.wav,CRA/Unit Factory/cvmufv3.wav,1.474,Understood.,
cvmufv4.wav,CRA/Unit Factory/cvmufv4.wav,1.379,Following.,
cvmufv5.wav,CRA/Unit Factory/cvmufv5.wav,2.386,No geyser is visible.,
cvmufv6.wav,CRA/Unit Factory/cvmufv6.wav,1.451,Recycling.,
cvmufva.wav,CRA/Unit Factory/cvmufva.wav,1.765,You are in the way.,
cvmufvb.wav,CRA/Unit Factory/cvmufvb.wav,1.785,Awaiting orders.,
cvmufvc.wav,CRA/Unit Factory/cvmufvc.wav,1.916,More power is needed.,
cvmufvd.wav,CRA/Unit Factory/cvmufvd.wav,1.652,Moving to nav.,
cvmufve.wav,CRA/Unit Factory/cvmufve.wav,1.443,Building unit.,
cvmufvf.wav,CRA/Unit Factory/cvmufvf.wav,0.972,Yes?,
cvmufvh.wav,CRA/Unit Factory/cvmufvh.wav,2.003,Approaching geyser.,
cvtankv0.wav,CRA/Yeti (Tank)/cvtankv0.wav,1.178,Talk to me.,
cvtankv1.wav,CRA/Yeti (Tank)/cvtankv1.wav,1.562,I'm on my way.,
cvtankv2.wav,CRA/Yeti (Tank)/cvtankv2.wav,1.527,I'm on top of it.,
cvtankv3.wav,CRA/Yeti (Tank)/cvtankv3.wav,1.859,For the people of China.,
cvtankv4.wav,CRA/Yeti (Tank)/cvtankv4.wav,1.802,I'm right behind you.,
cvtankv8.wav,CRA/Yeti (Tank)/cvtankv8.wav,1.533,Heading back.,
cvtankv9.wav,CRA/Yeti (Tank)/cvtankv9.wav,1.312,Reloading.,
cvtankva.wav,CRA/Yeti (Tank)/cvtankva.wav,1.521,My pleasure.,
cvtankvc.wav,CRA/Yeti (Tank)/cvtankvc.wav,1.419,I'm coming.,
cvtankvd.wav,CRA/Yeti (Tank)/cvtankvd.wav,1.434,Recycling.,
cvtankvh.wav,CRA/Yeti (Tank)/cvtankvh.wav,1.672,I cannot do that.,
cvtankvj.wav,CRA/Yeti (Tank)/cvtankvj.wav,1.628,Engaging the enemy.,
cvtankvk.wav,CRA/Yeti (Tank)/cvtankvk.wav,1.271,Defending.,
cvtankvm.wav,CRA/Yeti (Tank)/cvtankvm.wav,1.326,Still moving.,
cvtankvn.wav,CRA/Yeti (Tank)/cvtankvn.wav,1.228,You rang?,
cvtankvp.wav,CRA/Yeti (Tank)/cvtankvp.wav,1.326,Tank here.,
avslfv0.wav,NSDF/Armory/avslfv0.wav,1.167,Armory here.,
avslfv1.wav,NSDF/Armory/avslfv1.wav,1.062,Right away.,
avslfv2.wav,NSDF/Armory/avslfv2.wav,1.445,Repair deployed.,
avslfv3.wav,NSDF/Armory/avslfv3.wav,1.399,Weapon deployed.,
avslfv4.wav,NSDF/Armory/avslfv4.wav,1.55,Camera deployed.,
avslfv7.wav,NSDF/Armory/avslfv7.wav,0.935,Heading out.,
avslfv8.wav,NSDF/Armory/avslfv8.wav,1.387,Right behind you.,
avslfv9.wav,NSDF/Armory/avslfv9.wav,1.445,Unable to comply.,
avslfvb.wav,NSDF/Armory/avslfvb.wav,1.271,Clear the geyser.,
avslfvc.wav,NSDF/Armory/avslfvc.wav,1.26,Ready to move.,
avslfvd.wav,NSDF/Armory/avslfvd.wav,1.84,No geysers on radar.,
avslfve.wav,NSDF/Armory/avslfve.wav,1.178,In transit.,
avslfvf.wav,NSDF/Armory/avslfvf.wav,1.55,Building supplies.,
avslfvg.wav,NSDF/Armory/avslfvg.wav,1.027,"Yes, sir.",
avslfvh.wav,NSDF/Armory/avslfvh.wav,1.411,Going to geyser.,
avslfvj.wav,NSDF/Armory/avslfvj.wav,1.132,Where do you want it?,
avslfvk.wav,NSDF/Armory/avslfvk.wav,1.19,Bomb deployed.,
avslfvn.wav,NSDF/Armory/avslfvn.wav,1.26,Ammo deployed.,
avslfvo.wav,NSDF/Armory/avslfvo.wav,1.155,Where's the power?,
avslfvp.wav,NSDF/Armory/avslfvp.wav,1.283,Ready to build.,
avturrv0.wav,NSDF/Badger (Turret)/avturrv0.wav,1.074,Deploying.,
avturrv1.wav,NSDF/Badger (Turret)/avturrv1.wav,1.387,You're the boss.,
avturrv6.wav,NSDF/Badger (Turret)/avturrv6.wav,1.434,Turret deployed.,
avturrv8.wav,NSDF/Badger (Turret)/avturrv8.wav,1.48,Got your six.,
avturrv9.wav,NSDF/Badger (Turret)/avturrv9.wav,1.631,"No can do, sport.",
avturrvb.wav,NSDF/Badger (Turret)/avturrvb.wav,1.109,In transit.,
avturrvc.wav,NSDF/Badger (Turret)/avturrvc.wav,1.399,Defending area.,
avturrvd.wav,NSDF/Badger (Turret)/avturrvd.wav,0.993,"Yes, sir.",
avturrve.wav,NSDF/Badger (Turret)/avturrve.wav,1.086,Badger here.,
avturrvf.wav,NSDF/Badger (Turret)/avturrvf.wav,1.051,Gladly.,
avturrvg.wav,NSDF/Badger (Turret)/avturrvg.wav,1.248,Gettin' ammo.,
avturrvh.wav,NSDF/Badger (Turret)/avturrvh.wav,1.376,Gettin' repair.,
avturrvj.wav,NSDF/Badger (Turret)/avturrvj.wav,1.271,I'm coming.,
avltnkv0.wav,NSDF/Bobcat (Light Tank)/avltnkv0.wav,1.12,In combat.,
avltnkv1.wav,NSDF/Bobcat (Light Tank)/avltnkv1.wav,1.12,I'm going.,
avltnkv2.wav,NSDF/Bobcat (Light Tank)/avltnkv2.wav,1.12,Engaging.,
avltnkv3.wav,NSDF/Bobcat (Light Tank)/avltnkv3.wav,1.12,Target down.,
avltnkv4.wav,NSDF/Bobcat (Light Tank)/avltnkv4.wav,1.12,Right behind you.,
avltnkv8.wav,NSDF/Bobcat (Light Tank)/avltnkv8.wav,1.353,Getting repairs.,
avltnkv9.wav,NSDF/Bobcat (Light Tank)/avltnkv9.wav,1.051,Reloading.,
avltnkva.wav,NSDF/Bobcat (Light Tank)/avltnkva.wav,1.515,Searching for targets.,
avltnkvb.wav,NSDF/Bobcat (Light Tank)/avltnkvb.wav,1.376,Protecting unit.,
avltnkvc.wav,NSDF/Bobcat (Light Tank)/avltnkvc.wav,1.074,I'll be right there.,
avltnkvd.wav,NSDF/Bobcat (Light Tank)/avltnkvd.wav,1.074,Recycling.,
avltnkvf.wav,NSDF/Bobcat (Light Tank)/avltnkvf.wav,1.074,Heading to nav.,
avltnkvg.wav,NSDF/Bobcat (Light Tank)/avltnkvg.wav,1.236,Guarding friendly.,
avltnkvh.wav,NSDF/Bobcat (Light Tank)/avltnkvh.wav,1.074,Affirmative.,
avltnkvk.wav,NSDF/Bobcat (Light Tank)/avltnkvk.wav,1.074,"Yes, sir.",
avltnkvm.wav,NSDF/Bobcat (Light Tank)/avltnkvm.wav,1.074,Bobcat here.,
avltnkvr.wav,NSDF/Bobcat (Light Tank)/avltnkvr.wav,1.074,Negative.,
avconsv0.wav,NSDF/Constructor/avconsv0.wav,1.155,On my way.,
avconsv1.wav,NSDF/Constructor/avconsv1.wav,1.933,Construction in progress.,
avconsv2.wav,NSDF/Constructor/avconsv2.wav,0.935,Building.,
avconsv3.wav,NSDF/Constructor/avconsv3.wav,1.004,Following.,
avconsv6.wav,NSDF/Constructor/avconsv6.wav,1.364,No can do.,
avconsv7.wav,NSDF/Constructor/avconsv7.wav,1.225,Ready to build.,
avconsv8.wav,NSDF/Constructor/avconsv8.wav,1.19,In transit.,
avconsv9.wav,NSDF/Constructor/avconsv9.wav,1.109,"Yes, sir.",
avconsva.wav,NSDF/Constructor/avconsva.wav,1.608,Construction rig here.,
avconsvb.wav,NSDF/Constructor/avconsvb.wav,1.295,Building complete.,
avconsvd.wav,NSDF/Constructor/avconsvd.wav,1.411,Not enough power.,
avtankv0.wav,NSDF/Grizzly (Tank)/avtankv0.wav,1.585,Who's next?,
avtankv1.wav,NSDF/Grizzly (Tank)/avtankv1.wav,1.039,Rolling.,
avtankv2.wav,NSDF/Grizzly (Tank)/avtankv2.wav,1.643,No mercy!,
avtankv3.wav,NSDF/Grizzly (Tank)/avtankv3.wav,2.165,"Eat dirt, commie pinko!",
avtankv4.wav,NSDF/Grizzly (Tank)/avtankv4.wav,1.155,Lead on.,
avtankv6.wav,NSDF/Grizzly (Tank)/avtankv6.wav,1.297,Awaiting orders.,Unused.
avtankv8.wav,NSDF/Grizzly (Tank)/avtankv8.wav,1.236,Repairing.,
avtankv9.wav,NSDF/Grizzly (Tank)/avtankv9.wav,1.295,Reloading.,
avtankva.wav,NSDF/Grizzly (Tank)/avtankva.wav,1.666,With pleasure.,
avtankvb.wav,NSDF/Grizzly (Tank)/avtankvb.wav,1.295,Herding sheep.,
avtankvc.wav,NSDF/Grizzly (Tank)/avtankvc.wav,1.167,Stay put.,
avtankvd.wav,NSDF/Grizzly (Tank)/avtankvd.wav,1.852,"Farewell, fine ride.",
avtankvj.wav,NSDF/Grizzly (Tank)/avtankvj.wav,1.84,Attacking enemy.,
avtankvk.wav,NSDF/Grizzly (Tank)/avtankvk.wav,1.747,Protecting the flock.,
avtankvm.wav,NSDF/Grizzly (Tank)/avtankvm.wav,1.155,Moving.,
avtankvn.wav,NSDF/Grizzly (Tank)/avtankvn.wav,1.295,"Yes, sir.",
avtankvp.wav,NSDF/Grizzly (Tank)/avtankvp.wav,1.248,Grizzly here.,
avhaulv0.wav,NSDF/Hauler (Tug)/avhaulv0.wav,1.271,Ready to go.,
avhaulv1.wav,NSDF/Hauler (Tug)/avhaulv1.wav,1.109,Loading up.,
avhaulv2.wav,NSDF/Hauler (Tug)/avhaulv2.wav,1.55,Dropped cargo.,
avhaulv3.wav,NSDF/Hauler (Tug)/avhaulv3.wav,1.132,Following.,
avhaulv4.wav,NSDF/Hauler (Tug)/avhaulv4.wav,1.55,I guess I do.,???
avhaulv5.wav,NSDF/Hauler (Tug)/avhaulv5.wav,1.817,Keep your pants on.,
avhaulv6.wav,NSDF/Hauler (Tug)/avhaulv6.wav,1.84,"Out with the old, eh?",
avhaulva.wav,NSDF/Hauler (Tug)/avhaulva.wav,1.759,I just can't do that!,
avhaulvb.wav,NSDF/Hauler (Tug)/avhaulvb.wav,1.445,Hauling cargo.,
avhaulvc.wav,NSDF/Hauler (Tug)/avhaulvc.wav,1.236,In transit.,
avhaulvd.wav,NSDF/Hauler (Tug)/avhaulvd.wav,0.911,"Yes, sir.",
avhaulve.wav,NSDF/Hauler (Tug)/avhaulve.wav,1.236,Hauler here.,
avhaulvj.wav,NSDF/Hauler (Tug)/avhaulvj.wav,1.155,All right.,
avartlv0.wav,NSDF/Longbow (Howitzer)/avartlv0.wav,0.969,Heading out.,
avartlv3.wav,NSDF/Longbow (Howitzer)/avartlv3.wav,1.086,I'll follow.,
avartlv4.wav,NSDF/Longbow (Howitzer)/avartlv4.wav,1.062,Send it in.,
avartlv5.wav,NSDF/Longbow (Howitzer)/avartlv5.wav,1.701,Big gun's best friend.,
avartlv7.wav,NSDF/Longbow (Howitzer)/avartlv7.wav,1.306,On my way.,
avartlv8.wav,NSDF/Longbow (Howitzer)/avartlv8.wav,1.178,Packing her in.,
avartlv9.wav,NSDF/Longbow (Howitzer)/avartlv9.wav,1.283,Joining convoy.,
avartlvb.wav,NSDF/Longbow (Howitzer)/avartlvb.wav,1.492,Incoming!,
avartlvc.wav,NSDF/Longbow (Howitzer)/avartlvc.wav,1.004,Light ‘em up.,
avartlvd.wav,NSDF/Longbow (Howitzer)/avartlvd.wav,0.993,Can't do.,
avartlve.wav,NSDF/Longbow (Howitzer)/avartlve.wav,1.109,Out of range.,
avartlvf.wav,NSDF/Longbow (Howitzer)/avartlvf.wav,1.457,Show me the high ground.,
avartlvg.wav,NSDF/Longbow (Howitzer)/avartlvg.wav,1.562,Big gun's in position.,
avartlvh.wav,NSDF/Longbow (Howitzer)/avartlvh.wav,1.12,I'm moving.,
avartlvj.wav,NSDF/Longbow (Howitzer)/avartlvj.wav,1.004,Deploying.,
avartlvk.wav,NSDF/Longbow (Howitzer)/avartlvk.wav,1.457,Firing on target.,
avartlvm.wav,NSDF/Longbow (Howitzer)/avartlvm.wav,1.004,"Yes, sir.",
